03-12 12:44:32.129 24690 24700 F libc    : Fatal signal 11 (SIGSEGV), code 2 (SEGV_ACCERR), fault addr 0x7c7428afe0 in tid 24700 (binder:24690_1), pid 24690 (com.prology)
03-12 12:44:32.992 30455 30455 F DEBUG   : Cmdline: com.prology
03-12 14:11:46.375  1033  3101 D vendor.qti.bluetooth@1.0-wake_lock: Acquire wakelock is acquired 
03-12 14:11:46.376  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:11:46.457  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:11:46.458  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK OFF
03-12 14:11:46.609  1033  2948 D vendor.qti.bluetooth@1.0-wake_lock: Release wakelock is released 
03-12 14:11:49.434  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:11:49.434  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK ON
03-12 14:11:49.435  1033  3101 D vendor.qti.bluetooth@1.0-wake_lock: Acquire wakelock is acquired 
03-12 14:11:49.436  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:11:49.517  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:11:49.518  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK OFF
03-12 14:11:49.668  1033  2948 D vendor.qti.bluetooth@1.0-wake_lock: Release wakelock is released 
03-12 14:11:52.538  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:11:52.539  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK ON
03-12 14:11:52.540  1033  3101 D vendor.qti.bluetooth@1.0-wake_lock: Acquire wakelock is acquired 
03-12 14:11:52.541  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:11:52.622  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:11:52.623  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK OFF
03-12 14:11:52.773  1033  2948 D vendor.qti.bluetooth@1.0-wake_lock: Release wakelock is released 
03-12 14:11:55.689  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:11:55.689  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK ON
03-12 14:11:55.691  1033  3101 D vendor.qti.bluetooth@1.0-wake_lock: Acquire wakelock is acquired 
03-12 14:11:55.692  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:11:55.773  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:11:55.773  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK OFF
03-12 14:11:55.924  1033  2948 D vendor.qti.bluetooth@1.0-wake_lock: Release wakelock is released 
03-12 14:11:58.839  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:11:58.839  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK ON
03-12 14:11:58.840  1033  3101 D vendor.qti.bluetooth@1.0-wake_lock: Acquire wakelock is acquired 
03-12 14:11:58.841  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:11:58.922  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:11:58.923  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK OFF
03-12 14:11:59.074  1033  2948 D vendor.qti.bluetooth@1.0-wake_lock: Release wakelock is released 
03-12 14:12:01.898  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:12:01.899  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK ON
03-12 14:12:01.900  1033  3101 D vendor.qti.bluetooth@1.0-wake_lock: Acquire wakelock is acquired 
03-12 14:12:01.900  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:12:01.981  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:12:01.982  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK OFF
03-12 14:12:02.133  1033  2948 D vendor.qti.bluetooth@1.0-wake_lock: Release wakelock is released 
03-12 14:12:05.048  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:12:05.049  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK ON
03-12 14:12:05.050  1033  3101 D vendor.qti.bluetooth@1.0-wake_lock: Acquire wakelock is acquired 
03-12 14:12:05.051  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:12:05.132  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:12:05.132  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK OFF
03-12 14:12:05.283  1033  2948 D vendor.qti.bluetooth@1.0-wake_lock: Release wakelock is released 
03-12 14:12:07.978  1033  1033 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK ON
03-12 14:12:07.979  1033  1033 D vendor.qti.bluetooth@1.0-uart_transport: SocRxDWakeup: Flow off->Change UART baudrate to 38.4kbs->send 0x00->Change UART baudrate to max->Flow on
03-12 14:12:07.980  1033  1033 I vendor.qti.bluetooth@1.0-uart_transport: ## userial_vendor_ioctl: UART Flow Off 
03-12 14:12:07.982  1033  1033 I vendor.qti.bluetooth@1.0-uart_transport: ## userial_vendor_set_baud: 17
03-12 14:12:07.983  1033  1033 I vendor.qti.bluetooth@1.0-uart_transport: SetBaudRate: in BOTHER
03-12 14:12:07.983  1033  1033 I vendor.qti.bluetooth@1.0-uart_transport: ## userial_vendor_ioctl: UART Flow On 
03-12 14:12:07.984  1033  1033 D vendor.qti.bluetooth@1.0-wake_lock: Acquire wakelock is acquired 
03-12 14:12:07.985  1033  1033 I vendor.qti.bluetooth@1.0-ibs_handler: DeviceWakeUp: Writing IBS_WAKE_IND
03-12 14:12:07.986  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_ACK: 0xFC
03-12 14:12:07.986  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Signal wack_cond_
03-12 14:12:07.987  1033  1033 D vendor.qti.bluetooth@1.0-ibs_handler: DeviceWakeUp: Unblocked from waiting for FC
03-12 14:12:07.991  2698  2941 I bluetooth: system/gd/hci/le_address_manager.cc:593 GetNextPrivateAddressIntervalRange: client=LeAddressManager, nonwake=7m18s, wake=13m49s
03-12 14:12:08.031  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:12:08.031  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:12:08.034  2698  2941 I bluetooth: system/gd/hci/le_address_manager.cc:792 OnCommandComplete: Received command complete with op_code LE_SET_RANDOM_ADDRESS(0x2005)
03-12 14:12:08.035  2698  2941 I bluetooth: system/gd/hci/le_address_manager.cc:812 OnCommandComplete: update random address : xx:xx:xx:xx:04:0a
03-12 14:12:08.035  2698  2941 I bluetooth: system/gd/hci/le_address_manager.cc:403 resume_registered_clients: Resuming registered clients
03-12 14:12:08.117  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:12:08.133  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:12:08.134  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:12:08.215  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:12:09.036  1033  3106 I vendor.qti.bluetooth@1.0-ibs_handler: DeviceSleep: TX Awake, Sending SLEEP_IND
03-12 14:12:09.037  1033  3106 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK OFF
03-12 14:12:09.188  1033  2948 D vendor.qti.bluetooth@1.0-wake_lock: Release wakelock is released 
03-12 14:12:11.258  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:12:11.259  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK ON
03-12 14:12:11.260  1033  3101 D vendor.qti.bluetooth@1.0-wake_lock: Acquire wakelock is acquired 
03-12 14:12:11.261  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:12:11.342  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:12:11.342  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK OFF
03-12 14:12:11.493  1033  2948 D vendor.qti.bluetooth@1.0-wake_lock: Release wakelock is released 
03-12 14:12:14.498  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:12:14.499  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK ON
03-12 14:12:14.500  1033  3101 D vendor.qti.bluetooth@1.0-wake_lock: Acquire wakelock is acquired 
03-12 14:12:14.501  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:12:14.583  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:12:14.583  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK OFF
03-12 14:12:14.734  1033  2948 D vendor.qti.bluetooth@1.0-wake_lock: Release wakelock is released 
03-12 14:12:17.513  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:12:17.514  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK ON
03-12 14:12:17.516  1033  3101 D vendor.qti.bluetooth@1.0-wake_lock: Acquire wakelock is acquired 
03-12 14:12:17.517  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:12:17.598  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:12:17.599  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK OFF
03-12 14:12:17.750  1033  2948 D vendor.qti.bluetooth@1.0-wake_lock: Release wakelock is released 
03-12 14:12:20.618  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:12:20.619  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK ON
03-12 14:12:20.620  1033  3101 D vendor.qti.bluetooth@1.0-wake_lock: Acquire wakelock is acquired 
03-12 14:12:20.621  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:12:20.702  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:12:20.702  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK OFF
03-12 14:12:20.853  1033  2948 D vendor.qti.bluetooth@1.0-wake_lock: Release wakelock is released 
03-12 14:12:23.769  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:12:23.769  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK ON
03-12 14:12:23.771  1033  3101 D vendor.qti.bluetooth@1.0-wake_lock: Acquire wakelock is acquired 
03-12 14:12:23.771  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:12:23.853  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:12:23.853  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK OFF
03-12 14:12:24.004  1033  2948 D vendor.qti.bluetooth@1.0-wake_lock: Release wakelock is released 
03-12 14:12:26.874  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:12:26.875  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK ON
03-12 14:12:26.876  1033  3101 D vendor.qti.bluetooth@1.0-wake_lock: Acquire wakelock is acquired 
03-12 14:12:26.877  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:12:26.958  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:12:26.960  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK OFF
03-12 14:12:27.110  1033  2948 D vendor.qti.bluetooth@1.0-wake_lock: Release wakelock is released 
03-12 14:12:29.978  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:12:29.979  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK ON
03-12 14:12:29.980  1033  3101 D vendor.qti.bluetooth@1.0-wake_lock: Acquire wakelock is acquired 
03-12 14:12:29.980  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:12:30.062  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:12:30.063  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK OFF
03-12 14:12:30.214  1033  2948 D vendor.qti.bluetooth@1.0-wake_lock: Release wakelock is released 
03-12 14:12:33.129  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:12:33.129  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK ON
03-12 14:12:33.130  1033  3101 D vendor.qti.bluetooth@1.0-wake_lock: Acquire wakelock is acquired 
03-12 14:12:33.131  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:12:33.212  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:12:33.213  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK OFF
03-12 14:12:33.363  1033  2948 D vendor.qti.bluetooth@1.0-wake_lock: Release wakelock is released 
03-12 14:12:36.233  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:12:36.234  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK ON
03-12 14:12:36.235  1033  3101 D vendor.qti.bluetooth@1.0-wake_lock: Acquire wakelock is acquired 
03-12 14:12:36.235  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:12:36.316  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:12:36.317  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK OFF
03-12 14:12:36.467  1033  2948 D vendor.qti.bluetooth@1.0-wake_lock: Release wakelock is released 
03-12 14:12:39.384  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:12:39.384  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK ON
03-12 14:12:39.385  1033  3101 D vendor.qti.bluetooth@1.0-wake_lock: Acquire wakelock is acquired 
03-12 14:12:39.386  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:12:39.467  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:12:39.467  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK OFF
03-12 14:12:39.617  1033  2948 D vendor.qti.bluetooth@1.0-wake_lock: Release wakelock is released 
03-12 14:12:42.488  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:12:42.489  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK ON
03-12 14:12:42.490  1033  3101 D vendor.qti.bluetooth@1.0-wake_lock: Acquire wakelock is acquired 
03-12 14:12:42.491  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:12:42.573  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:12:42.573  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK OFF
03-12 14:12:42.724  1033  2948 D vendor.qti.bluetooth@1.0-wake_lock: Release wakelock is released 
03-12 14:12:45.638  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:12:45.639  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK ON
03-12 14:12:45.640  1033  3101 D vendor.qti.bluetooth@1.0-wake_lock: Acquire wakelock is acquired 
03-12 14:12:45.640  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:12:45.721  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:12:45.722  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK OFF
03-12 14:12:45.872  1033  2948 D vendor.qti.bluetooth@1.0-wake_lock: Release wakelock is released 
03-12 14:12:48.743  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:12:48.744  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK ON
03-12 14:12:48.745  1033  3101 D vendor.qti.bluetooth@1.0-wake_lock: Acquire wakelock is acquired 
03-12 14:12:48.746  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:12:48.827  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:12:48.827  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK OFF
03-12 14:12:48.978  1033  2948 D vendor.qti.bluetooth@1.0-wake_lock: Release wakelock is released 
03-12 14:12:51.578  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:12:51.579  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK ON
03-12 14:12:51.580  1033  3101 D vendor.qti.bluetooth@1.0-wake_lock: Acquire wakelock is acquired 
03-12 14:12:51.580  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:12:51.661  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:12:51.662  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK OFF
03-12 14:12:51.812  1033  2948 D vendor.qti.bluetooth@1.0-wake_lock: Release wakelock is released 
03-12 14:12:51.848  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:12:51.849  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK ON
03-12 14:12:51.850  1033  3101 D vendor.qti.bluetooth@1.0-wake_lock: Acquire wakelock is acquired 
03-12 14:12:51.851  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:12:51.932  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:12:51.932  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK OFF
03-12 14:12:52.083  1033  2948 D vendor.qti.bluetooth@1.0-wake_lock: Release wakelock is released 
03-12 14:12:54.953  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:12:54.954  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK ON
03-12 14:12:54.955  1033  3101 D vendor.qti.bluetooth@1.0-wake_lock: Acquire wakelock is acquired 
03-12 14:12:54.956  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:12:55.037  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:12:55.037  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK OFF
03-12 14:12:55.188  1033  2948 D vendor.qti.bluetooth@1.0-wake_lock: Release wakelock is released 
03-12 14:12:56.200  1033  1033 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK ON
03-12 14:12:56.201  1033  1033 D vendor.qti.bluetooth@1.0-uart_transport: SocRxDWakeup: Flow off->Change UART baudrate to 38.4kbs->send 0x00->Change UART baudrate to max->Flow on
03-12 14:12:56.202  1033  1033 I vendor.qti.bluetooth@1.0-uart_transport: ## userial_vendor_ioctl: UART Flow Off 
03-12 14:12:56.203  1033  1033 I vendor.qti.bluetooth@1.0-uart_transport: ## userial_vendor_set_baud: 17
03-12 14:12:56.204  1033  1033 I vendor.qti.bluetooth@1.0-uart_transport: SetBaudRate: in BOTHER
03-12 14:12:56.204  1033  1033 I vendor.qti.bluetooth@1.0-uart_transport: ## userial_vendor_ioctl: UART Flow On 
03-12 14:12:56.205  1033  1033 D vendor.qti.bluetooth@1.0-wake_lock: Acquire wakelock is acquired 
03-12 14:12:56.205  1033  1033 I vendor.qti.bluetooth@1.0-ibs_handler: DeviceWakeUp: Writing IBS_WAKE_IND
03-12 14:12:56.206  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_ACK: 0xFC
03-12 14:12:56.207  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Signal wack_cond_
03-12 14:12:56.207  1033  1033 D vendor.qti.bluetooth@1.0-ibs_handler: DeviceWakeUp: Unblocked from waiting for FC
03-12 14:12:56.209  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:12:56.209  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:12:56.290  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:12:57.208  1033  3106 I vendor.qti.bluetooth@1.0-ibs_handler: DeviceSleep: TX Awake, Sending SLEEP_IND
03-12 14:12:57.209  1033  3106 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK OFF
03-12 14:12:57.360  1033  2948 D vendor.qti.bluetooth@1.0-wake_lock: Release wakelock is released 
03-12 14:12:58.103  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:12:58.104  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK ON
03-12 14:12:58.104  1033  3101 D vendor.qti.bluetooth@1.0-wake_lock: Acquire wakelock is acquired 
03-12 14:12:58.105  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:12:58.185  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
03-12 14:12:58.186  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK OFF
03-12 14:12:58.336  1033  2948 D vendor.qti.bluetooth@1.0-wake_lock: Release wakelock is released 
03-12 14:12:59.184  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_WAKE_IND: 0xFD
03-12 14:12:59.185  1033  3101 D vendor.qti.bluetooth@1.0-ibs_handler: SerialClockVote: vote for UART CLK ON
03-12 14:12:59.186  1033  3101 D vendor.qti.bluetooth@1.0-wake_lock: Acquire wakelock is acquired 
03-12 14:12:59.187  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Writing IBS_WAKE_ACK
03-12 14:12:59.268  1033  3101 I vendor.qti.bluetooth@1.0-ibs_handler: ProcessIbsCmd: Received IBS_SLEEP_IND: 0xFE
